xiphophorus_groups/OG0000213.fa:1:>sp|P40305|IFI27_HUMAN
xiphophorus_groups/OG0013156.fa:1:>sp|Q9NX40|OCAD1_HUMAN
xiphophorus_groups/OG0013156.fa:7:>sp|Q9CRD0|OCAD1_MOUSE
xiphophorus_groups/OG0013157.fa:1:>sp|Q9Y3E2|BOLA1_HUMAN
xiphophorus_groups/OG0013157.fa:5:>sp|Q9D8S9|BOLA1_MOUSE
xiphophorus_groups/OG0013162.fa:1:>sp|O60313|OPA1_HUMAN
xiphophorus_groups/OG0013162.fa:18:>sp|P58281|OPA1_MOUSE
xiphophorus_groups/OG0013168.fa:1:>sp|Q12983|BNIP3_HUMAN
xiphophorus_groups/OG0013168.fa:7:>sp|O55003|BNIP3_MOUSE
xiphophorus_groups/OG0013193.fa:1:>sp|Q9BYC8|RM32_HUMAN
xiphophorus_groups/OG0013193.fa:6:>sp|Q9DCI9|RM32_MOUSE
xiphophorus_groups/OG0013196.fa:1:>sp|Q9NWS8|RMND1_HUMAN
xiphophorus_groups/OG0013196.fa:10:>sp|Q8CI78|RMND1_MOUSE
xiphophorus_groups/OG0013199.fa:1:>sp|Q9Y3D7|TIM16_HUMAN
xiphophorus_groups/OG0013199.fa:5:>sp|Q9CQV1|TIM16_MOUSE
xiphophorus_groups/OG0013202.fa:1:>sp|O14832|PAHX_HUMAN
xiphophorus_groups/OG0013202.fa:8:>sp|O35386|PAHX_MOUSE
xiphophorus_groups/OG0013217.fa:1:>sp|Q13162|PRDX4_HUMAN
xiphophorus_groups/OG0013217.fa:7:>sp|O08807|PRDX4_MOUSE
xiphophorus_groups/OG0013220.fa:1:>sp|Q15390|MTFR1_HUMAN
xiphophorus_groups/OG0013220.fa:8:>sp|Q99MB2|MTFR1_MOUSE
xiphophorus_groups/OG0013222.fa:1:>sp|Q16718|NDUA5_HUMAN
xiphophorus_groups/OG0013222.fa:4:>sp|Q9CPP6|NDUA5_MOUSE
xiphophorus_groups/OG0013224.fa:1:>sp|Q6P1X6|CH082_HUMAN
xiphophorus_groups/OG0013224.fa:6:>sp|Q8VE95|CH082_MOUSE
xiphophorus_groups/OG0013232.fa:1:>sp|Q9BYD6|RM01_HUMAN
xiphophorus_groups/OG0013232.fa:8:>sp|Q99N96|RM01_MOUSE
xiphophorus_groups/OG0013236.fa:1:>sp|Q9H845|ACAD9_HUMAN
xiphophorus_groups/OG0013236.fa:13:>sp|Q8JZN5|ACAD9_MOUSE
xiphophorus_groups/OG0013243.fa:1:>sp|O75608|LYPA1_HUMAN
xiphophorus_groups/OG0013243.fa:6:>sp|P97823|LYPA1_MOUSE
xiphophorus_groups/OG0013244.fa:1:>sp|O95167|NDUA3_HUMAN
xiphophorus_groups/OG0013244.fa:4:>sp|Q9CQ91|NDUA3_MOUSE
xiphophorus_groups/OG0013247.fa:1:>sp|P31930|QCR1_HUMAN
xiphophorus_groups/OG0013247.fa:10:>sp|Q9CZ13|QCR1_MOUSE
xiphophorus_groups/OG0013251.fa:1:>sp|P42704|LPPRC_HUMAN
xiphophorus_groups/OG0013251.fa:26:>sp|Q6PB66|LPPRC_MOUSE
xiphophorus_groups/OG0013252.fa:1:>sp|P49411|EFTU_HUMAN
xiphophorus_groups/OG0013252.fa:10:>sp|Q8BFR5|EFTU_MOUSE
xiphophorus_groups/OG0013260.fa:1:>sp|Q16740|CLPP_HUMAN
xiphophorus_groups/OG0013260.fa:7:>sp|O88696|CLPP_MOUSE
xiphophorus_groups/OG0013262.fa:1:>sp|Q6PML9|ZNT9_HUMAN
xiphophorus_groups/OG0013262.fa:12:>sp|Q5IRJ6|ZNT9_MOUSE
xiphophorus_groups/OG0013271.fa:1:>sp|Q96ER9|MITOK_HUMAN
xiphophorus_groups/OG0013271.fa:9:>sp|Q3URS9|MITOK_MOUSE
xiphophorus_groups/OG0013297.fa:1:>sp|Q9BPX6|MICU1_HUMAN
xiphophorus_groups/OG0013297.fa:10:>sp|Q8VCX5|MICU1_MOUSE
xiphophorus_groups/OG0013298.fa:1:>sp|Q9BSY4|CHCH5_HUMAN
xiphophorus_groups/OG0013298.fa:4:>sp|Q9CQP3|CHCH5_MOUSE
xiphophorus_groups/OG0013302.fa:1:>sp|Q9Y3A0|COQ4_HUMAN
xiphophorus_groups/OG0013302.fa:7:>sp|Q8BGB8|COQ4_MOUSE
xiphophorus_groups/OG0013682.fa:1:>sp|Q8NE22|SETD9_HUMAN
xiphophorus_groups/OG0014840.fa:1:>sp|A8MUP2|CSKMT_HUMAN
xiphophorus_groups/OG0016467.fa:1:>sp|Q9BVS5|TR61B_HUMAN
xiphophorus_groups/OG0016850.fa:1:>sp|Q96CB9|NSUN4_HUMAN
xiphophorus_groups/OG0017043.fa:1:>tr|Q6XPS7|Q6XPS7_MOUSE
